aurita and labiata,aurita and limbata,labiata and limbata,Aurita1 and 2,Aurita1 and 3,Aurita2 and 3
0.15157965813156796,0.31405974203148845,0.28113697322546793,0.0615433419696719,0.121850798743739,0.0855885287356522
